Year,QUARTER,Museum,Was there any event?,Visitor home location,Purpose of Visit to NI,Staying Overnight?,Dwell Time,How often do you visit this museum?,Net Promoter Score,Are you aware that National Museums NI has a Membership scheme?,Visitor Parties,What personal benefits have you gained as a result of visiting this museum?,I have learned new things,I have had an enjoyable experience,I have made good use of my free time,I have nurtured an interest,I have interacted with others,I have improved my health and wellbeing,Gender,Other Gender,Age Range,MDM - Quintiles
2024,Q2 Jul-Sep 2024,Ulster Folk Museum,No,Northern Ireland,N/A,N/A,,Today was my first time,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,35-44,Q2 - Deprived
2024,Q2 Jul-Sep 2024,Ulster Folk Museum,No,Northern Ireland,N/A,N/A,,Last visit was more than 5 years ago,10,"No, I am not aware",Adults no children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,18-24,Q4 - Less Deprived
2024,Q2 Jul-Sep 2024,Ulster Folk Museum,No,International,Other (please specify),Yes,,Today was my first time,10,"No, I am not aware",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,65+,N/A
2024,Q2 Jul-Sep 2024,Ulster Folk Museum,No,Northern Ireland,N/A,N/A,,Today was my first time,9,"No, I am not aware",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,45-54,Q4 - Less Deprived
2024,Q2 Jul-Sep 2024,Ulster Folk Museum,No,Northern Ireland,N/A,N/A,,Monthly or more often,8,"Yes, and I am a member",Couple,,No,Yes,Yes,Yes,Yes,Yes,Male,N/A,25-34,Q3 - Average
2024,Q2 Jul-Sep 2024,Ulster Folk Museum,No,Northern Ireland,N/A,N/A,,Last visit was more than 5 years ago,9,"Yes, I am aware, but I am not a member",Adults no children,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,45-54,Q1 - Most Deprived
2024,Q2 Jul-Sep 2024,Ulster Folk Museum,No,Northern Ireland,N/A,N/A,,Once or twice a year,9,"Yes, I am aware, but I am not a member",Adults no children,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,35-44,Q2 - Deprived
2024,Q2 Jul-Sep 2024,Ulster Folk Museum,No,Northern Ireland,N/A,N/A,,Once or twice a year,9,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,35-44,Q5 - Least Deprived
2024,Q2 Jul-Sep 2024,Ulster Folk Museum,No,GB,Visiting friends and relatives,Yes,,Last visit was more than 5 years ago,7,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,35-44,N/A
2024,Q2 Jul-Sep 2024,Ulster Folk Museum,No,Northern Ireland,N/A,N/A,,Last visit was more than 5 years ago,10,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,25-34,Q4 - Less Deprived
2024,Q2 Jul-Sep 2024,Ulster Folk Museum,No,Northern Ireland,N/A,N/A,,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Adults no children,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,55-64,Q3 - Average
2024,Q2 Jul-Sep 2024,Ulster Folk Museum,No,Northern Ireland,N/A,N/A,,Monthly or more often,9,"Yes, and I am a member",Couple,,No,Yes,Yes,No,Yes,Yes,Male,N/A,65+,Q5 - Least Deprived
2024,Q2 Jul-Sep 2024,Ulster Folk Museum,No,Northern Ireland,N/A,N/A,,Last visit was more than 5 years ago,10,"No, I am not aware",Lone Visitor,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,25-34,Q1 - Most Deprived
2024,Q2 Jul-Sep 2024,Ulster Folk Museum,No,Northern Ireland,N/A,N/A,,Last visit was more than 5 years ago,8,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,35-44,Q2 - Deprived
2024,Q2 Jul-Sep 2024,Ulster Folk Museum,No,Northern Ireland,N/A,N/A,,Last visit was more than 5 years ago,8,"No, I am not aware",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,25-34,Q4 - Less Deprived
2024,Q2 Jul-Sep 2024,Ulster Folk Museum,No,Northern Ireland,N/A,N/A,,Last visit was more than 5 years ago,10,"No, I am not aware",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,45-54,Q3 - Average
2024,Q2 Jul-Sep 2024,Ulster Folk Museum,No,Northern Ireland,N/A,N/A,,Today was my first time,8,"No, I am not aware",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,35-44,Q3 - Average
2024,Q2 Jul-Sep 2024,Ulster Folk Museum,No,Northern Ireland,N/A,N/A,,Monthly or more often,9,"Yes, and I am a member",Lone Visitor,,No,Yes,Yes,Yes,Yes,Yes,Female,N/A,55-64,Q5 - Least Deprived
2024,Q2 Jul-Sep 2024,Ulster Folk Museum,No,Northern Ireland,N/A,N/A,,Last visit was more than 5 years ago,9,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,45-54,Q5 - Least Deprived
2024,Q2 Jul-Sep 2024,Ulster Folk Museum,No,Northern Ireland,N/A,N/A,,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,55-64,Q5 - Least Deprived
2024,Q2 Jul-Sep 2024,Ulster Folk Museum,No,GB,On holiday,Yes,,Today was my first time,8,"No, I am not aware",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,45-54,N/A
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Last visit was more than 5 years ago,8,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,No,No,Male,N/A,45-54,Q5 - Least Deprived
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,GB,Visiting friends and relatives,Yes,,Once every 1 to 2 years,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,45-54,N/A
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Last visit was 3-5 years ago,10,"Yes, I am aware, but I am not a member",Adults no children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,45-54,Q1 - Most Deprived
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Every 2-3 months,10,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,18-24,Q3 - Average
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,ROI,Visiting friends and relatives,Yes,,Once every 1 to 2 years,10,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,No,Yes,Male,N/A,35-44,N/A
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,GB,On holiday,Yes,,Today was my first time,10,"No, I am not aware",Couple,,Yes,Yes,Yes,Yes,No,Yes,Male,N/A,55-64,N/A
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Last visit was more than 5 years ago,8,"Yes, I am aware, but I am not a member",Adults no children,,Yes,Yes,Yes,No,Yes,Yes,Female,N/A,25-34,Q4 - Less Deprived
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Adults no children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,18-24,Q5 - Least Deprived
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Last visit was more than 5 years ago,8,"Yes, I am aware, but I am not a member",Adults no children,,Yes,Yes,Yes,Yes,No,No,Male,N/A,35-44,Q5 - Least Deprived
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Every 2-3 months,8,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,No,Female,N/A,45-54,Q5 - Least Deprived
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,International,Visiting friends and relatives,Yes,,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,No,Male,N/A,35-44,N/A
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,65+,Q3 - Average
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Today was my first time,10,"No, I am not aware",Adults no children,,Yes,Yes,Yes,Yes,No,Yes,Male,N/A,35-44,Q3 - Average
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Last visit was more than 5 years ago,8,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,No,No,Yes,Female,N/A,25-34,Q3 - Average
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Last visit was more than 5 years ago,9,"Yes, I am aware, but I am not a member",Adults no children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,18-24,Q3 - Average
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Once or twice a year,10,"Yes, and I am a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,45-54,Q2 - Deprived
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,ROI,Visiting friends and relatives,Yes,,Once or twice a year,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,35-44,N/A
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Once or twice a year,7,"Yes, and I am a member",Lone Visitor,,Yes,Yes,Yes,Yes,No,Yes,Female,N/A,35-44,Q4 - Less Deprived
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Today was my first time,7,"No, I am not aware",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,25-34,Q5 - Least Deprived
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,GB,Visiting friends and relatives,Yes,,Last visit was more than 5 years ago,10,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,35-44,N/A
2024,Q2 Jul-Sep 2024,Ulster Folk Museum,No,Northern Ireland,N/A,N/A,,Last visit was more than 5 years ago,5,"Yes, I am aware, but I am not a member",Couple,,No,No,No,No,Yes,No,Female,N/A,55-64,Q1 - Most Deprived
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,18-24,Q1 - Most Deprived
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Every 2-3 months,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,No,Yes,Yes,No,No,Yes,Female,N/A,35-44,Q5 - Least Deprived
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,ROI,Other (please specify),No,,Once or twice a year,10,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,25-34,N/A
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Monthly or more often,9,"Yes, and I am a member",Lone Visitor,,No,Yes,Yes,Yes,Yes,Yes,Male,N/A,55-64,Q5 - Least Deprived
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,GB,On holiday,Yes,,Today was my first time,8,"No, I am not aware",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,65+,N/A
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Monthly or more often,9,"Yes, and I am a member",Adult(s) with children,,No,Yes,Yes,Yes,Yes,Yes,Male,N/A,25-34,Q1 - Most Deprived
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Once every 1 to 2 years,8,"Yes, I am aware, but I am not a member",Lone Visitor,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,25-34,Q4 - Less Deprived
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Once every 1 to 2 years,9,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,25-34,Q3 - Average
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Once or twice a year,10,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,35-44,Q1 - Most Deprived
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Last visit was 3-5 years ago,8,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,65+,Q4 - Less Deprived
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Last visit was more than 5 years ago,8,"No, I am not aware",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,18-24,Q2 - Deprived
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Monthly or more often,9,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,25-34,Q1 - Most Deprived
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,International,On holiday,Yes,,Today was my first time,10,"No, I am not aware",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,35-44,N/A
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,ROI,On holiday,No,,Last visit was more than 5 years ago,8,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,35-44,N/A
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Today was my first time,8,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,45-54,Q3 - Average
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Last visit was more than 5 years ago,9,"No, I am not aware",Lone Visitor,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,25-34,Q2 - Deprived
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,International,On holiday,Yes,,Today was my first time,9,"No, I am not aware",Lone Visitor,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,45-54,N/A
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,GB,On holiday,Yes,,Today was my first time,8,"No, I am not aware",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,35-44,N/A
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Today was my first time,10,"No, I am not aware",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,25-34,Q1 - Most Deprived
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Monthly or more often,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,No,Yes,Yes,Yes,Yes,Yes,Female,N/A,25-34,Q2 - Deprived
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,ROI,On holiday,Yes,,Today was my first time,4,"No, I am not aware",Adult(s) with children,,No,No,No,No,No,Yes,Female,N/A,25-34,N/A
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Today was my first time,9,"No, I am not aware",Adults no children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,45-54,N/A
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Monthly or more often,8,"Yes, I am aware, but I am not a member",Adult(s) with children,,No,Yes,Yes,Yes,Yes,Yes,Male,N/A,35-44,Q2 - Deprived
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Today was my first time,9,"No, I am not aware",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,18-24,Q4 - Less Deprived
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Last visit was more than 5 years ago,6,"No, I am not aware",Adult(s) with children,,No,No,Yes,No,Yes,Yes,Male,N/A,45-54,Q3 - Average
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Once or twice a year,7,"Yes, I am aware, but I am not a member",Adult(s) with children,,No,Yes,Yes,Yes,Yes,Yes,Female,N/A,25-34,Q1 - Most Deprived
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Once or twice a year,9,"Yes, I am aware, but I am not a member",Couple,,No,Yes,Yes,Yes,Yes,Yes,Male,N/A,55-64,Q1 - Most Deprived
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Monthly or more often,9,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,25-34,Q3 - Average
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,International,On holiday,Yes,,Last visit was more than 5 years ago,9,"Yes, I am aware, but I am not a member",Adults no children,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,18-24,N/A
2024,Q2 Jul-Sep 2024,Ulster Transport Museum,No,Northern Ireland,N/A,N/A,,Monthly or more often,9,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,45-54,Q4 - Less Deprived
2024,Q2 Jul-Sep 2024,Ulster American Folk Park,No,ROI,Other (please specify),No,,Today was my first time,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,35-44,N/A
2024,Q2 Jul-Sep 2024,Ulster American Folk Park,No,Northern Ireland,N/A,N/A,,Today was my first time,10,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,35-44,Q1 - Most Deprived
2024,Q2 Jul-Sep 2024,Ulster American Folk Park,No,Northern Ireland,N/A,N/A,,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,35-44,Q5 - Least Deprived
2024,Q2 Jul-Sep 2024,Ulster American Folk Park,No,Northern Ireland,N/A,N/A,,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,35-44,Q4 - Less Deprived
2024,Q2 Jul-Sep 2024,Ulster American Folk Park,No,Northern Ireland,N/A,N/A,,Once every 1 to 2 years,10,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,35-44,Q1 - Most Deprived
2024,Q2 Jul-Sep 2024,Ulster American Folk Park,No,International,On holiday,Yes,,Today was my first time,10,"No, I am not aware",Adults no children,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,55-64,N/A
2024,Q2 Jul-Sep 2024,Ulster American Folk Park,No,International,On holiday,Yes,,Today was my first time,10,"No, I am not aware",Adults no children,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,55-64,N/A
2024,Q2 Jul-Sep 2024,Ulster American Folk Park,No,International,On holiday,Yes,,Today was my first time,10,"No, I am not aware",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,55-64,N/A
2024,Q2 Jul-Sep 2024,Ulster American Folk Park,No,Northern Ireland,N/A,N/A,,Once every 1 to 2 years,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,45-54,Q3 - Average
2024,Q2 Jul-Sep 2024,Ulster American Folk Park,No,Northern Ireland,N/A,N/A,,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,35-44,Q1 - Most Deprived
2024,Q2 Jul-Sep 2024,Ulster American Folk Park,No,Northern Ireland,N/A,N/A,,Once every 1 to 2 years,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,35-44,Q2 - Deprived
2024,Q2 Jul-Sep 2024,Ulster American Folk Park,No,Northern Ireland,N/A,N/A,,Once or twice a year,10,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,35-44,Q2 - Deprived
2024,Q2 Jul-Sep 2024,Ulster American Folk Park,No,Northern Ireland,N/A,N/A,,Once or twice a year,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,35-44,Q2 - Deprived
2024,Q2 Jul-Sep 2024,Ulster American Folk Park,No,Northern Ireland,N/A,N/A,,Once every 1 to 2 years,10,"Yes, I am aware, but I am not a member",Adults no children,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,45-54,Q1 - Most Deprived
2024,Q2 Jul-Sep 2024,Ulster American Folk Park,No,Northern Ireland,N/A,N/A,,Once or twice a year,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,35-44,Q1 - Most Deprived
2024,Q2 Jul-Sep 2024,Ulster American Folk Park,No,Northern Ireland,N/A,N/A,,Once or twice a year,10,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,45-54,Q4 - Less Deprived
2024,Q2 Jul-Sep 2024,Ulster American Folk Park,No,ROI,Visiting friends and relatives,No,,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,45-54,N/A
2024,Q2 Jul-Sep 2024,Ulster American Folk Park,No,ROI,Visiting friends and relatives,No,,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,35-44,N/A
2024,Q2 Jul-Sep 2024,Ulster American Folk Park,No,ROI,Visiting friends and relatives,No,,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,35-44,N/A
2024,Q2 Jul-Sep 2024,Ulster American Folk Park,No,Northern Ireland,N/A,N/A,,Once every 1 to 2 years,10,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,25-34,Q1 - Most Deprived
2024,Q2 Jul-Sep 2024,Ulster American Folk Park,No,Northern Ireland,N/A,N/A,,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,35-44,Q4 - Less Deprived
2024,Q2 Jul-Sep 2024,Ulster American Folk Park,No,Northern Ireland,N/A,N/A,,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,35-44,Q1 - Most Deprived
2024,Q2 Jul-Sep 2024,Ulster American Folk Park,No,Northern Ireland,N/A,N/A,,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Adults no children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,35-44,Q1 - Most Deprived
2024,Q2 Jul-Sep 2024,Ulster American Folk Park,No,Northern Ireland,N/A,N/A,,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Lone Visitor,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,35-44,Q1 - Most Deprived
2024,Q2 Jul-Sep 2024,Ulster American Folk Park,No,Northern Ireland,N/A,N/A,,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Adults no children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,25-34,Q3 - Average
2024,Q2 Jul-Sep 2024,Ulster American Folk Park,No,Northern Ireland,N/A,N/A,,Today was my first time,10,"No, I am not aware",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,45-54,Q1 - Most Deprived
2024,Q2 Jul-Sep 2024,Ulster American Folk Park,No,Northern Ireland,N/A,N/A,,Once or twice a year,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,35-44,Q3 - Average
2024,Q2 Jul-Sep 2024,Ulster American Folk Park,No,Northern Ireland,N/A,N/A,,Last visit was 3-5 years ago,10,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,35-44,Q3 - Average
2024,Q2 Jul-Sep 2024,Ulster American Folk Park,No,Northern Ireland,N/A,N/A,,Last visit was more than 5 years ago,10,"Yes, I am aware, but I am not a member",Adult(s) with children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,25-34,Q2 - Deprived
2024,Q2 Jul-Sep 2024,Ulster Museum,No,GB,Visiting friends and relatives,Yes,,Today was my first time,9,"No, I am not aware",Lone Visitor,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,18-24,N/A
2024,Q2 Jul-Sep 2024,Ulster Museum,No,International,On holiday,Yes,,Today was my first time,10,"No, I am not aware",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,25-34,N/A
2024,Q2 Jul-Sep 2024,Ulster Museum,No,Northern Ireland,N/A,N/A,,Once or twice a year,8,"Yes, I am aware, but I am not a member",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,45-54,Q5 - Least Deprived
2024,Q2 Jul-Sep 2024,Ulster Museum,No,Northern Ireland,N/A,N/A,,Monthly or more often,10,"Yes, I am aware, but I am not a member",Adults no children,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,55-64,Q2 - Deprived
2024,Q2 Jul-Sep 2024,Ulster Museum,No,International,On holiday,Yes,,Today was my first time,10,"No, I am not aware",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Male,N/A,45-54,N/A
2024,Q2 Jul-Sep 2024,Ulster Museum,No,GB,On holiday,Yes,,Today was my first time,10,"No, I am not aware",Couple,,Yes,Yes,Yes,Yes,Yes,Yes,Female,N/A,45-54,N/A
2024,Q2 Jul-Sep 2024,Ulster Museum,No,International,On holiday,Yes,,Today was my first time,10,"No, I am not aware",Couple,,Yes,Yes,Yes,Yes,No,Yes,Female,N/A,35-44,N/A
2024,Q2 Jul-Sep 2024,Ulster Museum,No,Northern Ireland,N/A,N/A,,Once or twice a year,10,"No, I am not aware",Adults no children,,No,Yes,No,No,No,No,Female,N/A,35-44,Q5 - Least Deprived
2024,Q2 Jul-Sep 2024,Ulster Museum,No,Northern Ireland,N/A,N/A,,Once or twice a year,8,"No, I am not aware",Adult(s) with children,,No,Yes,Yes,No,No,No,Female,N/A,35-44,Q5 - Least Deprived
2024,Q2 Jul-Sep 2024,Ulster Museum,No,International,On holiday,Yes,,Today was my first time,10,"No, I am not aware",Couple,,Yes,Yes,Yes,Yes,No,Yes,Female,N/A,45-54,N/A
